ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2900013,2,2019-12-28 03:23:00,2019-12-28 03:56:29,37.363445,-121.89721999999999,37.363445,-121.89721999999999,0.0,At Oakland Rd - Accident.,nan,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2019-12-28 02:53:00,40.0,40.0,77.0,30.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2900014,2,2020-01-04 12:04:00,2020-01-04 12:37:29,36.571142,-119.62387,36.571142,-119.62387,0.0,At Second St - Accident.,nan,CA-99 S,R,Selma,Fresno,CA,93662,US,US/Pacific,KFAT,2020-01-04 11:53:00,62.0,62.0,48.0,30.0,10.0,WNW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900015,2,2020-03-18 17:42:30,2020-03-18 18:14:59,37.99122,-122.52973999999999,37.99122,-122.52973999999999,0.0,At San Pedro Rd - Accident.,nan,Redwood Hwy,R,San Rafael,Marin,CA,94903,US,US/Pacific,KDVO,2020-03-18 17:35:00,50.0,50.0,100.0,29.76,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900016,2,2020-03-09 16:29:01,2020-03-09 18:06:25,30.456784999999996,-97.79216,30.456784999999996,-97.79216,0.0,Accident on US-183 Northbound at Research Blvd.,nan,US-183 N,R,Austin,Williamson,TX,78750,US,US/Central,KATT,2020-03-09 16:22:00,67.0,67.0,93.0,29.45,2.0,CALM,0.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900017,3,2017-11-03 06:53:45,2017-11-03 12:53:45,29.72567,-95.48100000000001,29.725759999999998,-95.47233,0.52,Between Fountain View Dr and Chimney Rock Rd - Accident.,nan,US-59 N,R,Houston,Harris,TX,77057,US,US/Central,KMCJ,2017-11-03 06:55:00,75.2,nan,94.0,30.05,7.0,SSE,8.1,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2900018,3,2018-08-16 10:47:11,2018-08-16 11:17:00,33.941364,-118.09663400000001,33.941364,-118.09663400000001,0.0,#1 lane blocked due to accident on I-5 Northbound at Exit 124 I-605.,nan,I-605 S,R,Downey,Los Angeles,CA,90241,US,US/Pacific,KLGB,2018-08-16 10:53:00,78.1,nan,68.0,30.01,10.0,SW,6.9,nan,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900019,2,2017-10-23 08:15:08,2017-10-23 08:44:54,29.759762,-95.36779,29.759762,-95.36779,0.0,Accident on Walker St at Smith St.,609.0,Walker St,L,Houston,Harris,TX,77002-4903,US,US/Central,KMCJ,2017-10-23 08:15:00,60.8,nan,63.0,30.14,10.0,Calm,nan,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2900020,2,2020-03-02 19:24:00,2020-03-02 21:16:29,37.745942,-122.200952,37.745942,-122.200952,0.0,At 66th Ave - Accident.,nan,I-880 S,R,Oakland,Alameda,CA,94621,US,US/Pacific,KOAK,2020-03-02 19:53:00,68.0,68.0,31.0,30.0,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2900021,4,2018-07-21 14:02:46,2018-07-21 14:32:12,43.596552,-83.89478299999999,43.596218,-83.893039,0.09,Closed at M-84/Washington Ave - Road closed due to accident.,nan,Veterans Memorial Brg,R,Bay City,Bay,MI,48706,US,US/Eastern,KMBS,2018-07-21 14:02:00,71.1,nan,96.0,29.78,3.0,ESE,12.7,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900022,2,2020-11-25 15:40:21,2020-11-25 17:16:21,29.738298999999998,-95.597994,29.738212,-95.59768100000001,0.02,Incident on OVERBROOK LN near SHADOWBRIAR DR Drive with caution.,2498.0, Shadowbriar Dr,L,Houston,Harris,TX,77077-6028,US,US/Central,KSGR,2020-11-25 15:53:00,73.0,73.0,37.0,29.93,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900023,3,2018-12-28 04:48:55,2018-12-28 05:33:32,42.269085,-84.538467,nan,nan,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-94 Eastbound at Exit 133 Dearing Rd.,nan,I-94 E,R,Parma,Jackson,MI,49269,US,US/Eastern,KJXN,2018-12-28 04:44:00,52.0,nan,93.0,29.68,10.0,South,11.5,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2900024,2,2016-09-01 19:59:43,2016-09-01 20:44:43,33.83305,-117.52764099999999,33.83305,-117.52764099999999,0.0,Accident on El Cerrito Rd near Evelyn St.,7499.0,El Cerrito Rd,L,Corona,Riverside,CA,92881-4802,US,US/Pacific,KAJO,2016-09-01 19:56:00,72.0,nan,76.0,29.88,10.0,West,9.2,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2900025,2,2020-11-11 17:08:00,2020-11-11 19:25:25,36.749855,-119.91618899999999,36.749834,-119.92517099999999,0.49700000000000005,Incident on W BELMONT AVE near N GARFIELD AVE Drive with caution.,6998.0, W Belmont Ave,R,Fresno,Fresno,CA,93723-9558,US,US/Pacific,KFAT,2020-11-11 16:53:00,58.0,58.0,37.0,29.69,9.0,NNW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2900026,4,2019-02-12 05:31:02,2019-02-12 10:30:41,39.92986,-104.79799,39.906544,-104.82937199999999,2.315,Closed between CO-E-470/Exit 18 and US-85/Exit 12 - Road closed due to accident.,nan,US-6 W,R,Brighton,Adams,CO,80601,US,US/Mountain,KDEN,2019-02-12 05:53:00,25.0,14.8,45.0,30.08,10.0,SW,10.4,nan,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2900027,2,2016-05-02 17:23:20,2016-05-02 18:10:00,37.952957,-122.538132,nan,nan,0.01,Accident on Sir Francis Drake Blvd near Wolfe Grade.,nan,Sir Francis Drake Blvd,R,Greenbrae,Marin,CA,94904,US,US/Pacific,KDVO,2016-05-02 17:15:00,68.0,nan,64.0,30.0,10.0,North,13.8,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2900028,2,2020-12-18 02:58:42,2020-12-18 04:22:52,38.853524,-77.220291,38.835537,-77.218561,1.246,Incident on I-495 SB near MM 52 Right lane blocked. Expect delays.,nan,Capital Beltway S,R,Annandale,Fairfax County,VA,22003,US,US/Eastern,KDAA,2020-12-18 04:01:00,34.0,34.0,81.0,30.14,10.0,WNW,3.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2900029,3,2019-06-15 19:27:39,2019-06-15 19:57:11,40.150677,-104.97981999999999,40.13475,-104.98056000000001,1.101,At CO-52/Exit 235 - Accident.,nan,I-25 S,R,Longmont,Weld,CO,80504,US,US/Mountain,KLMO,2019-06-15 19:35:00,73.0,73.0,37.0,24.95,10.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900030,2,2020-12-16 17:06:00,2020-12-17 01:25:00,36.829358,-76.314856,36.842784,-76.285097,1.889,Stationary traffic on US-460 Alt E - VA-337 N - I-264 E - Downtown Tunl E from Des Moines Ave/Exit 6 (I-264) to City Hall Ave/Exit 10 (I-264) due to accident.,nan,I-264 E,R,Portsmouth,Portsmouth,VA,23704,US,US/Eastern,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2900031,3,2017-10-23 14:03:24,2017-10-23 20:03:24,40.85306,-73.96011,40.849920000000004,-73.94408,0.865,Between Hudson Ter/Palisades Pky and RT-9/US-9/Hudson Pky/178th St - Accident.,nan,I-95 N,R,Fort Lee,Bergen,NJ,07024,US,US/Eastern,KTEB,2017-10-23 13:51:00,75.0,nan,62.0,30.18,10.0,SSE,11.5,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900032,2,2017-01-14 13:12:16,2017-01-14 19:12:16,47.61958,-122.32865,47.6161,-122.32925,0.242,At Olive Way/Exit 166 - Accident.,nan,I-5 N,R,Seattle,King,WA,98102,US,US/Pacific,KBFI,2017-01-14 12:53:00,41.0,39.0,41.0,30.34,10.0,NW,3.5,nan,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2900033,2,2018-07-23 09:12:02,2018-07-23 09:41:46,37.78667,-122.3902,37.80937,-122.36581000000001,2.057,Between Bay Bridge (San Francisco) and Bay Brg - Accident.,nan,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-07-23 08:53:00,60.1,nan,86.0,30.11,6.0,West,6.9,nan,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900034,2,2019-11-26 09:18:29,2019-11-26 10:18:31,33.481121,-80.9114,33.481121,-80.9114,0.0,Accident on Cut Off Rd at SC-4 Neeses Hwy.,538.0,Neeses Hwy,R,Orangeburg,Orangeburg,SC,29115-8920,US,US/Eastern,KOGB,2019-11-26 08:53:00,43.0,43.0,93.0,29.87,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900035,3,2016-12-29 05:53:47,2016-12-29 06:38:13,38.863597999999996,-76.996849,nan,nan,0.01,Accident on I-295 Northbound near Exit 3B Howard Rd.,899.0,Howard Rd SE,R,Washington,District Of Columbia,DC,20020-5805,US,US/Eastern,KWBC,2016-12-29 06:00:00,nan,nan,nan,nan,nan,North,nan,nan,nan,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2900036,2,2020-10-19 12:55:00,2020-10-19 23:49:23,25.762969000000002,-80.336248,25.76097,-80.33617,0.138,Slow traffic on FL-973 from W Flagler St (87th Ave/Galloway Rd/FL-973) to Coral Way/SW 24th St (Galloway Rd/SW 87th Ave/FL-973) due to accident.,798.0, SW 87th Ave,R,Miami,Miami-Dade,FL,33174,US,US/Eastern,KMIA,2020-10-19 12:53:00,81.0,81.0,69.0,29.95,10.0,ENE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900037,3,2017-06-27 16:53:41,2017-06-27 17:22:38,29.777077000000002,-95.36936999999999,29.777077000000002,-95.36936999999999,0.0,Left hand shoulder blocked and Left lane blocked due to accident on I-45 Northbound at Quitman St.,nan,I-45 S,R,Houston,Harris,TX,77009,US,US/Central,KMCJ,2017-06-27 16:55:00,78.8,nan,89.0,29.92,10.0,ESE,4.6,0.02,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900038,2,2016-07-05 14:03:43,2016-07-05 20:03:43,43.6017,-73.72974,43.60566,-73.73241,0.304,At Bolton LnDG-Riverbank/Exit 24 - Accident.,nan,Adirondack Northway N,R,Warrensburg,Warren,NY,12885,US,US/Eastern,KGFL,2016-07-05 13:53:00,84.9,nan,41.0,29.74,10.0,South,5.8,nan,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900039,2,2020-12-15 01:25:46,2020-12-15 03:27:53,33.977934999999995,-81.194985,33.978424,-81.194787,0.036000000000000004,Incident on I-20 near AUGUSTA RD Drive with caution.,nan,I-20 E,R,Lexington,Lexington,SC,29073,US,US/Eastern,KCAE,2020-12-15 00:56:00,44.0,42.0,73.0,29.88,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2900040,2,2017-08-29 17:30:04,2017-08-29 18:14:12,35.435238,-97.654022,35.435238,-97.654022,0.0,Accident on 29th St at Council Rd Southbound.,7850.0,SW 29th St,L,Oklahoma City,Oklahoma,OK,73179-4426,US,US/Central,KOKC,2017-08-29 17:52:00,81.0,nan,42.0,29.96,10.0,NE,12.7,nan,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2900041,2,2020-06-16 14:17:00,2020-06-16 15:42:41,37.323423999999996,-121.948757,37.323423999999996,-121.948757,0.0,At Winchester Blvd - Accident.,3081.0, Stevens Creek Blvd,R,Santa Clara,Santa Clara,CA,95050-6704,US,US/Pacific,KSJC,2020-06-16 13:53:00,73.0,73.0,37.0,29.95,10.0,N,15.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2900042,2,2020-10-25 18:54:00,2020-10-25 20:07:00,38.807803,-77.214737,38.823459,-77.221675,1.1440000000000001,Slow traffic lane closed on I-495 from I-95/I-395/Exit 57 (Capital Beltway/I-495) to VA-236/Little River Tpke/Exit 6 (Capital Beltway/I-495) due to accident.,nan,Capital Beltway N,R,Springfield,Fairfax County,VA,22151,US,US/Eastern,KDAA,2020-10-25 18:56:00,47.0,47.0,91.0,30.12,6.0,NNW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2900043,2,2019-07-09 17:30:08,2019-07-09 19:40:05,39.796279999999996,-86.0644,39.796279999999996,-86.0644,0.0,Accident on 21st St at Arlington Ave.,5999.0,E 21st St,R,Indianapolis,Marion,IN,46218-4159,US,US/Eastern,KEYE,2019-07-09 17:53:00,89.0,89.0,43.0,29.11,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2900044,3,2019-02-19 13:19:54,2019-02-19 14:04:30,33.761036,-84.493912,33.761036,-84.493912,0.0,Accident on I-285 Northbound before GA-139 Martin Luther King Jr Dr.,nan,GA-407 S,R,Atlanta,Fulton,GA,30331,US,US/Eastern,KFTY,2019-02-19 13:14:00,43.0,36.4,93.0,30.38,1.8,East,12.7,0.15,Heavy Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900045,1,2020-06-05 17:10:03,2020-06-05 17:25:03,42.89862,-85.66534,42.89862,-85.66534,0.0,At Roger B Chafee Memorial Dr - Accident.,2.0, 36th St SE,R,Grand Rapids,Kent,MI,49548,US,US/Eastern,KGRR,2020-06-05 16:53:00,84.0,84.0,53.0,28.86,10.0,WNW,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2900046,3,2019-06-04 08:47:35,2019-06-04 10:04:18,39.265007000000004,-76.66922,39.265007000000004,-76.66922,0.0,One lane blocked and right hand shoulder blocked due to accident on I-95 Southbound at Exits 50 50A-B US-1-ALT Caton Ave.,nan,I-95 S,R,Halethorpe,Baltimore City,MD,21227,US,US/Eastern,KBWI,2019-06-04 08:54:00,63.0,63.0,48.0,30.04,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900047,2,2020-12-26 00:20:49,2020-12-26 01:58:15,27.960595,-82.734015,27.960595,-82.735804,0.109,Incident on GULF TO BAY BLVD near OLD COACHMAN RD Drive with caution.,nan,Gulf to Bay Blvd,R,Clearwater,Pinellas,FL,33765,US,US/Eastern,KPIE,2020-12-26 00:53:00,46.0,41.0,63.0,30.21,10.0,NNE,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2900048,2,2016-07-16 15:04:37,2016-07-16 16:20:54,32.85593,-96.648865,32.85593,-96.648865,0.0,Accident on I-635 Southbound at Exits 11A 11B Eastgate Dr.,nan,I-635 S,R,Dallas,Dallas,TX,75228,US,US/Central,KDAL,2016-07-16 14:53:00,95.0,nan,38.0,29.94,10.0,SW,8.1,nan,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900049,2,2020-01-18 09:40:00,2020-01-18 10:13:23,37.824861,-122.31361100000001,37.824861,-122.31361100000001,0.0,At Bay Bridge Toll Plz - Accident.,nan,I-80 W,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2020-01-18 09:53:00,50.0,50.0,71.0,30.37,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900050,2,2018-10-08 19:57:21,2018-10-08 20:41:27,28.545715,-81.259277,nan,nan,1.17999994755,Entry ramp to FL-417 Westbound from E West Expy Eastbound lane blocked due to accident.,203.0,N Shadow Bay Dr,L,Orlando,Orange,FL,32825-3766,US,US/Eastern,KORL,2018-10-08 19:53:00,75.9,nan,94.0,29.99,10.0,ENE,9.2,0.05,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2900051,2,2017-08-16 17:01:53,2017-08-16 18:01:34,35.681313,-78.603706,35.681313,-78.603706,0.0,Accident on NC-50 Benson Rd at Atchison St.,1653.0,Benson Rd,R,Garner,Wake,NC,27529-4639,US,US/Eastern,KRDU,2017-08-16 16:51:00,90.0,nan,50.0,29.99,10.0,NE,6.9,nan,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900052,2,2016-04-18 01:19:50,2016-04-18 02:19:50,37.145508,-121.98496999999999,nan,nan,0.01,Lane blocked due to accident on CA-17 Santa Cruz Hwy Northbound at CA-35 Summit Rd.,nan,Santa Cruz Hwy,R,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,2016-04-18 00:53:00,61.0,nan,42.0,30.02,10.0,ESE,4.6,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2900053,3,2018-12-01 16:52:07,2018-12-01 17:20:49,41.855511,-71.406601,41.855511,-71.406601,0.0,Left lane blocked due to accident on I-95 Southbound at Exits 25 Smithfield Ave.,nan,Smithfield Ave,R,Providence,Providence,RI,02904,US,US/Eastern,KSFZ,2018-12-01 16:56:00,36.0,nan,70.0,30.06,10.0,Calm,nan,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2900054,2,2016-08-23 18:38:03,2016-08-24 00:38:03,28.545728999999998,-81.3791,28.545690000000004,-81.3791,0.003,At Robinson St - Accident.,2.0, E Robinson St,R,Orlando,Orange,FL,32801,US,US/Eastern,KORL,2016-08-23 18:53:00,89.1,nan,61.0,30.12,10.0,East,15.0,nan,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2900055,2,2017-06-27 19:56:13,2017-06-27 20:25:39,30.447163,-97.804008,30.447163,-97.804008,0.0,Accident on Anderson Mill Rd both ways near Olson Dr.,11801.0,Millwright Pkwy,L,Austin,Travis,TX,78750-1612,US,US/Central,KATT,2017-06-27 19:51:00,78.1,nan,71.0,29.94,10.0,Calm,nan,nan,Clear,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2900056,3,2020-05-07 15:59:34,2020-05-07 16:14:34,33.86938,-118.28481000000001,33.86938,-118.28481000000001,0.0,At CA-91 - Accident. Hard shoulder blocked.,nan,Harbor Fwy N,R,Gardena,Los Angeles,CA,90248,US,US/Pacific,KHHR,2020-05-07 15:53:00,81.0,81.0,38.0,29.76,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900057,2,2020-09-11 06:47:00,2020-09-11 08:05:19,39.590784,-84.162176,39.590747,-84.163798,0.086,Incident on E SOCIAL ROW RD near DAYTON LEBANON PIKE Drive with caution.,10513.0, Dayton Lebanon Pike,R,Dayton,Montgomery,OH,45458-4603,US,US/Eastern,KMGY,2020-09-11 06:53:00,66.0,nan,87.0,29.22,10.0,nan,nan,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-2900058,2,2020-09-11 18:07:13,2020-09-11 20:09:37,36.193073,-86.624139,36.192883,-86.623779,0.024,Incident on JACKSONIAN DR near LEBANON PIKE Expect long delays.,357.0, Jacksonian Dr,L,Hermitage,Davidson,TN,37076-1923,US,US/Central,KBNA,2020-09-11 17:53:00,89.0,89.0,52.0,29.38,10.0,NE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900059,2,2020-03-08 08:18:21,2020-03-08 09:02:57,34.605999,-118.148132,34.605999,-118.148132,0.0,Middle lane blocked due to accident on CA-138 Southbound at Exit 37 10th St.,nan,Antelope Valley Fwy N,R,Palmdale,Los Angeles,CA,93551,US,US/Pacific,KPMD,2020-03-08 07:53:00,42.0,37.0,79.0,27.3,10.0,SSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900060,3,2017-04-10 12:31:55,2017-04-10 18:31:55,32.75975,-97.057014,32.75975,-97.0617,0.272,At TX-360/Six Flags Dr/Exit 30 - Accident.,nan,Tom Landry Fwy,R,Arlington,Tarrant,TX,76011,US,US/Central,KGPM,2017-04-10 12:50:00,77.0,nan,69.0,30.04,10.0,South,8.1,nan,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900061,2,2018-05-01 13:47:11,2018-05-01 19:47:11,27.42819,-81.4246,27.42819,-81.4246,0.0,At George Blvd - Accident.,512.0, State Road 66,L,Sebring,Highlands,FL,33875,US,US/Eastern,KOBE,2018-05-01 13:55:00,77.0,nan,57.0,30.2,10.0,ENE,6.9,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900062,3,2017-12-07 13:23:57,2017-12-07 13:52:46,39.953205,-83.017891,nan,nan,0.0500000007451,Entry ramp to I-70 Eastbound from W Innerbelt S OH-315 Southbound closed due to accident.,nan,W Innerbelt S,R,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,2017-12-07 13:51:00,30.0,17.2,61.0,30.11,10.0,WNW,20.7,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900063,2,2020-10-16 18:39:00,2020-10-17 05:05:30,41.764052,-72.693687,41.770039000000004,-72.676485,0.978,Stationary traffic on I-84 E - US-6 E from exit [48A-48B] to exit [51] due to accident.,nan,Sigourney St,R,Hartford,Hartford,CT,06105,US,US/Eastern,KHFD,2020-10-16 18:53:00,53.0,53.0,89.0,30.09,7.0,N,8.0,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2900064,2,2020-10-19 19:47:00.000000000,2020-10-19 21:23:17.000000000,43.063598,-83.51730400000001,43.063583,-83.518047,0.038,Incident on RICHFIELD RD near N STATE RD Drive with caution.,nan,E Richfield Rd,R,Davison,Genesee,MI,48423,US,US/Eastern,KFNT,2020-10-19 19:53:00,45.0,42.0,68.0,29.39,10.0,NNE,6.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2900065,2,2020-11-07 03:14:00,2020-11-07 04:38:30,29.912453999999997,-81.41035500000001,29.922144,-81.413579,0.6970000000000001,Slow traffic on I-95 from FL-207/Exit 311 (I-95) to FL-16/Exit 318 (I-95) due to accident.,nan,I-95 N,R,Saint Augustine,St. Johns,FL,32084,US,US/Eastern,KSGJ,2020-11-07 02:56:00,69.0,69.0,100.0,30.05,8.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2900066,2,2019-04-05 08:31:03,2019-04-05 09:00:47,43.218182,-75.432701,43.218182,-75.432701,0.0,Accident on Lori Ln both ways at Floyd Ave.,101.0,Lori Ln,R,Rome,Oneida,NY,13440-4574,US,US/Eastern,KRME,2019-04-05 08:53:00,31.0,23.0,57.0,29.9,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900067,3,2019-01-14 08:36:20,2019-01-14 09:06:14,39.72558,-105.058952,39.72558,-105.05895,0.0,At CO-95/Sheridan Blvd - Accident.,nan,W 6th Avenue Fwy E,R,Denver,Jefferson,CO,80214,US,US/Mountain,KBJC,2019-01-14 08:48:00,24.8,nan,50.0,30.23,30.0,Calm,nan,nan,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900068,2,2019-12-17 11:18:13,2019-12-17 12:18:06,41.888149,-88.15106999999999,41.888149,-88.15106999999999,0.0,Accident on CR-43 County Farm Rd at CR-21 Geneva Rd.,nan,Illinois Prairie Path,R,Winfield,DuPage,IL,60190,US,US/Central,KDPA,2019-12-17 11:12:00,23.0,13.0,85.0,29.28,9.0,SW,9.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900069,3,2016-05-18 16:26:53,2016-05-18 22:26:53,40.75693,-73.73925,40.76351,-73.72655,0.805,Between Douglaston Pky/Exit 31 and Little Neck Pky/Exit 32 - Accident.,nan,Long Island Expy E,R,Little Neck,Queens,NY,11362,US,US/Eastern,KLGA,2016-05-18 16:51:00,64.0,nan,45.0,30.09,10.0,SSW,9.2,nan,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2900070,2,2020-10-29 17:07:37,2020-10-29 18:37:17,38.008571999999994,-84.517601,38.008571999999994,-84.517601,0.0,Accident on US-27 Nicholasville Rd at Zandale Dr.,2199.0,Nicholasville Rd,R,Lexington,Fayette,KY,40503-2501,US,US/Eastern,KLEX,2020-10-29 16:54:00,51.0,51.0,96.0,28.58,3.0,N,10.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2900071,2,2018-12-03 14:34:49,2018-12-03 15:21:18,42.296074,-72.406975,42.296074,-72.406975,0.0,Accident on US-202 Daniel Shays Hwy near Pelham Rd.,129.0,Daniel Shays Hwy,R,Belchertown,Hampshire,MA,01007-9527,US,US/Eastern,KCEF,2018-12-03 14:56:00,51.3,nan,45.0,29.58,10.0,WNW,12.7,nan,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900072,2,2020-12-28 05:04:24,2020-12-28 07:50:49,40.228439,-76.258537,40.218653,-76.255753,0.6920000000000001,Incident on N CLAY RD near E 28TH DIVISION HWY Drive with caution.,310.0, N Clay Rd,R,Lititz,Lancaster,PA,17543-7412,US,US/Eastern,KLNS,2020-12-28 04:53:00,32.0,32.0,82.0,29.71,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
